Score_Saudável,Score_Danos_Outros_Motivos,Score_Danos_Pesticida
990.5323617837594,8.616442899850563,0.8511953163900895
991.2080544024936,8.79194559750642,0.0
992.0735721000019,7.926427899997884,0.0
978.8240862768376,18.746439257973513,2.429474465188937
978.2991348662194,21.700865133780372,0.0
988.84884635628,10.634443518898342,0.516710124821608
984.7710417299237,15.228958270076445,0.0
985.1763640259053,14.444909710828481,0.3787262632663333
973.5602128778198,11.640969569145176,14.798817553035022
985.9339880954129,14.066011904587059,0.0
846.420593805244,149.63540843733387,3.94399775742201
986.2139915881442,12.699181403717281,1.0868270081385576
990.2346766410946,9.386597095639184,0.3787262632663333
913.2798545971625,86.72014540283726,0.0
992.04217249607,6.589922062718322,1.3679054412116975
979.12159521702,20.87840478298006,0.0
977.3259043430667,21.126202125016533,1.547893531916844
965.1667116063403,34.833288393659736,0.0
958.6724295437199,32.038301845634074,9.289268610646022
974.1388462742108,25.482427462522995,0.3787262632663333
985.418893321601,13.40552327470819,1.1755834036908424
986.7167949208085,12.904478815925325,0.3787262632663333
989.0735131545634,9.378593313519803,1.547893531916844
990.7107380641129,8.029903137874214,1.2593587980127505
967.9723929373057,32.02760706269424,0.0
902.54229612478,90.70672824666077,6.750975628559259
934.1419876808727,64.74386868671397,1.1141436324134064
991.5992299086178,8.400770091382487,0.0
985.1789127827482,14.821087217251803,0.0
988.4461024010297,11.55389759897035,0.0
950.859818748091,49.14018125190882,0.0
942.1113733584382,50.57729242257562,7.311334218986233
955.515696285879,41.074187377847075,3.4101163362739717
984.5285078616307,13.923598606452453,1.547893531916844
910.7840056675592,87.13055691390433,2.0854374185365265
977.0507260094145,21.788518958554842,1.1607550320307634
790.3194692710595,121.26929443751294,88.41123629142749
978.4509917462011,21.13338847134507,0.4156197824536146
902.263688271357,79.36925852242459,18.36705320621835
857.3451273671508,79.48700486097664,63.16786777187269
827.9807997965487,161.13404160522077,10.885158598230495
871.4102216547773,127.88928130735114,0.7004970378715991
901.3995258370991,98.60047416290081,0.0
980.9678332946437,14.975908214829081,4.056258490527295
953.7166988046396,45.54065252216915,0.7426486731911424
907.253537626603,76.943304816259,15.803157557137817
892.7729239272782,105.07343751486808,2.1536385578538804
962.2766514096838,33.13424501442846,4.5891035758876795
889.3642343807643,108.68641728629618,1.9493483329395926
835.2317558211766,114.85071368589921,49.91753049292412
885.7141587435697,106.72693833044663,7.558902925983783
764.4152572854516,212.50390794568386,23.08083476886454
765.3631117720734,206.4755577882369,28.161330439689536
846.3394305056847,129.9870635116373,23.67350598267789
953.0313149486557,42.869741360603335,4.098943690741189
950.4288634618923,45.332192489132105,4.238944048975898
835.451950483408,134.81088486249678,29.737164654095185
762.182071342315,213.4055828789204,24.412345778764614
